,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,HTGDBG,HTGDAG,ATGDBG,ATGDAG,HTPBG,HTPAG,ATPBG,ATPAG,RATIO,CC,GO
94,22/10/16,Lille,Bastia,2,1,H,1.73,3.4,5.25,-7,-6,-200,-200,7,10,-200,-200,-200.0,0.0,False
95,22/10/16,Lyon,Guingamp,1,3,A,1.53,4.1,6.5,4,2,2,4,13,13,14,17,0.35,0.0,True
96,22/10/16,Nantes,Rennes,1,2,A,2.25,3.1,3.6,-3,-4,-1,0,11,11,14,17,-2.5500000000000003,0.0,True
97,23/10/16,Caen,St Etienne,0,2,A,2.55,3.1,2.88,-8,-10,2,4,10,10,13,16,-6.15,0.0,True
98,23/10/16,Metz,Nice,2,4,A,3.75,3.4,2.05,-200,-200,11,13,-200,-200,23,26,-200.0,0.0,False
99,23/10/16,Paris SG,Marseille,0,0,D,1.29,5.5,11.0,12,12,1,1,19,20,12,13,8.8,0.0,True
100,28/10/16,Lille,Paris SG,0,1,A,6.5,4.0,1.55,-6,-7,12,13,10,10,20,23,-13.6,0.0,True
101,29/10/16,Bastia,Dijon,0,0,D,2.3,3.1,3.4,-200,-200,-1,-1,-200,-200,12,13,-200.0,0.0,False
102,29/10/16,Guingamp,Angers,1,0,H,2.3,3.2,3.3,4,5,0,-1,17,20,14,14,3.45,0.0,True
103,29/10/16,Lorient,Montpellier,2,2,D,2.3,3.1,3.4,-200,-200,-9,-9,-200,-200,10,11,-200.0,0.0,False
104,29/10/16,Nancy,Caen,2,0,H,2.15,3.1,3.8,-200,-200,-10,-12,-200,-200,10,10,-200.0,0.0,False
105,29/10/16,St Etienne,Monaco,1,1,D,2.75,3.0,2.8,4,4,15,15,16,17,22,23,-8.25,0.0,True
106,29/10/16,Toulouse,Lyon,1,2,A,2.8,3.25,2.6,7,6,2,3,18,18,13,16,5.0,0.0,True
107,30/10/16,Marseille,Bordeaux,0,0,D,2.1,3.2,3.8,1,1,1,1,13,14,15,16,-1.1,0.0,True
108,30/10/16,Nice,Nantes,4,1,H,1.91,3.3,4.5,13,16,-4,-7,26,29,11,11,15.9,18.199999999999996,True
109,30/10/16,Rennes,Metz,1,0,H,1.57,4.0,6.0,0,1,-200,-200,17,20,-200,-200,-200.0,18.199999999999996,False
110,04/11/16,Montpellier,Marseille,3,1,H,2.55,3.2,2.88,-9,-7,1,-1,11,14,14,14,-6.15,18.199999999999996,True
111,05/11/16,Angers,Lille,1,0,H,2.4,3.0,3.3,-1,0,-7,-8,14,17,10,10,4.9,18.199999999999996,True
112,05/11/16,Bordeaux,Lorient,2,1,H,1.75,3.5,5.0,1,2,-200,-200,16,19,-200,-200,-200.0,18.199999999999996,False
113,05/11/16,Dijon,Guingamp,3,3,D,2.5,3.0,3.2,-1,-1,5,5,13,14,20,21,-6.550000000000001,18.199999999999996,True
114,05/11/16,Lyon,Bastia,2,1,H,1.44,4.2,8.5,3,4,-200,-200,16,19,-200,-200,-200.0,18.199999999999996,False
115,05/11/16,Monaco,Nancy,6,0,H,1.5,4.0,7.5,15,21,-200,-200,23,26,-200,-200,-200.0,18.199999999999996,False
116,05/11/16,Nantes,Toulouse,1,1,D,2.3,3.0,3.5,-7,-7,6,6,11,12,18,19,-9.700000000000001,18.199999999999996,True
117,06/11/16,Caen,Nice,1,0,H,3.25,3.25,2.3,-12,-11,16,15,10,13,29,29,-23.05,18.199999999999996,True
118,06/11/16,Metz,St Etienne,0,0,D,3.8,3.2,2.1,-200,-200,4,4,-200,-200,17,18,-200.0,18.199999999999996,False
119,06/11/16,Paris SG,Rennes,4,0,H,1.22,6.5,13.0,13,17,1,-3,23,26,20,20,7.050000000000001,18.199999999999996,True
120,18/11/16,Lille,Lyon,0,1,A,3.1,3.1,2.45,-8,-9,4,5,10,10,19,22,-10.350000000000001,18.199999999999996,True
121,18/11/16,Lorient,Monaco,0,3,A,4.33,3.6,1.8,-200,-200,21,24,-200,-200,26,29,-200.0,18.199999999999996,False
122,19/11/16,Bastia,Montpellier,1,1,D,2.8,3.0,2.8,-200,-200,-7,-7,-200,-200,14,15,-200.0,18.199999999999996,False
123,19/11/16,Nancy,Dijon,1,0,H,2.1,3.1,4.0,-200,-200,-1,-2,-200,-200,14,14,-200.0,18.199999999999996,False
124,19/11/16,Paris SG,Nantes,2,0,H,1.2,6.5,15.0,17,19,-7,-9,26,29,12,12,18.5,22.199999999999996,True
125,19/11/16,Rennes,Angers,1,1,D,2.25,3.0,3.5,-3,-3,0,0,20,21,17,18,0.30000000000000004,22.199999999999996,True
126,19/11/16,Toulouse,Metz,1,2,A,1.5,4.2,7.0,6,5,-200,-200,19,19,-200,-200,-200.0,22.199999999999996,False
127,20/11/16,Guingamp,Bordeaux,1,1,D,2.45,3.2,3.0,5,5,2,2,21,22,19,20,2.45,22.199999999999996,True
128,20/11/16,Marseille,Caen,1,0,H,1.7,3.75,5.0,-1,0,-11,-12,14,17,13,13,5.05,22.199999999999996,True
129,20/11/16,St Etienne,Nice,0,1,A,2.1,3.4,3.6,4,3,15,16,18,18,29,32,-11.0,22.199999999999996,True
130,25/11/16,Rennes,Toulouse,1,0,H,2.4,3.1,3.1,-3,-2,5,4,21,24,19,19,-2.5,22.199999999999996,True
131,26/11/16,Bordeaux,Dijon,3,2,H,1.73,3.6,5.25,2,3,-2,-3,20,23,14,14,5.1000000000000005,22.199999999999996,True
132,26/11/16,Caen,Guingamp,1,1,D,2.38,3.1,3.3,-12,-12,5,5,13,14,22,23,-12.600000000000001,22.199999999999996,True
133,26/11/16,Metz,Lorient,3,3,D,2.7,3.25,2.7,-200,-200,-200,-200,-200,-200,-200,-200,-200.0,22.199999999999996,False
134,26/11/16,Monaco,Marseille,4,0,H,1.67,3.75,5.5,24,28,0,-4,29,32,17,17,17.400000000000002,35.599999999999994,True
135,26/11/16,Montpellier,Nancy,0,0,D,1.91,3.4,4.2,-7,-7,-200,-200,15,16,-200,-200,-200.0,35.599999999999994,False
136,26/11/16,Nantes,Lille,0,0,D,2.25,3.0,3.6,-9,-9,-9,-9,12,13,10,11,1.1,35.599999999999994,True
137,27/11/16,Angers,St Etienne,1,2,A,2.5,3.0,3.2,0,-1,3,4,18,18,18,21,-1.35,35.599999999999994,True
138,27/11/16,Lyon,Paris SG,1,2,A,3.6,3.4,2.1,5,4,19,20,22,22,29,32,-10.15,35.599999999999994,True
139,27/11/16,Nice,Bastia,1,1,D,1.62,3.75,6.0,16,16,-200,-200,32,33,-200,-200,-200.0,35.599999999999994,False
140,29/11/16,Dijon,Monaco,1,1,D,5.5,4.0,1.62,-3,-3,28,28,14,15,32,33,-23.85,35.599999999999994,True
141,29/11/16,Lille,Caen,4,2,H,1.8,3.4,5.0,-9,-7,-12,-14,11,14,14,14,-0.30000000000000004,35.599999999999994,True
142,29/11/16,Lorient,Rennes,2,1,H,2.38,3.25,3.1,-200,-200,-2,-3,-200,-200,24,24,-200.0,35.599999999999994,False
143,30/11/16,Bastia,Bordeaux,1,1,D,2.9,3.0,2.7,-200,-200,3,3,-200,-200,23,24,-200.0,35.599999999999994,False
144,30/11/16,Guingamp,Nice,0,1,A,2.45,3.2,3.0,5,4,16,17,23,23,33,36,-10.45,35.599999999999994,True
145,30/11/16,Nancy,Metz,4,0,H,1.91,3.5,4.2,-200,-200,-200,-200,-200,-200,-200,-200,-200.0,35.599999999999994,False
146,30/11/16,Nantes,Lyon,0,6,A,3.75,3.25,2.1,-9,-15,4,10,13,13,22,25,-10.8,35.599999999999994,True
147,30/11/16,Paris SG,Angers,2,0,H,1.2,7.0,15.0,20,22,-1,-3,32,35,18,18,17.150000000000002,39.599999999999994,True
148,30/11/16,St Etienne,Marseille,0,0,D,2.15,3.25,3.6,4,4,-4,-4,21,22,17,18,5.800000000000001,39.599999999999994,True
149,30/11/16,Toulouse,Montpellier,1,0,H,2.05,3.4,3.75,4,5,-7,-8,19,22,16,16,6.6000000000000005,39.599999999999994,True
150,02/12/16,Caen,Dijon,3,3,D,2.1,3.3,3.6,-14,-14,-3,-3,14,15,15,16,-5.5,39.599999999999994,True
151,03/12/16,Angers,Lorient,2,2,D,2.0,3.3,4.0,-3,-3,-200,-200,18,19,-200,-200,-200.0,39.599999999999994,False
152,03/12/16,Bordeaux,Lille,0,1,A,2.15,3.1,3.8,3,2,-7,-6,24,24,14,17,10.0,39.599999999999994,True
153,03/12/16,Guingamp,Nantes,2,0,H,2.1,3.25,3.75,4,6,-15,-17,23,26,13,13,14.05,61.599999999999994,True
154,03/12/16,Monaco,Bastia,5,0,H,1.36,4.5,11.0,28,33,-200,-200,33,36,-200,-200,-200.0,61.599999999999994,False
155,03/12/16,Montpellier,Paris SG,3,0,H,6.5,4.2,1.53,-8,-5,22,19,16,19,35,35,-23.950000000000003,61.599999999999994,True
156,04/12/16,Marseille,Nancy,3,0,H,1.8,3.4,5.0,-4,-1,-200,-200,18,21,-200,-200,-200.0,61.599999999999994,False
157,04/12/16,Nice,Toulouse,3,0,H,2.1,3.2,3.8,17,20,5,2,36,39,22,22,13.100000000000001,83.6,True
158,04/12/16,Rennes,St Etienne,2,0,H,2.4,3.0,3.3,-3,-1,4,2,24,27,22,22,-2.05,83.6,True
159,10/12/16,Bastia,Metz,2,0,H,1.83,3.4,4.75,-200,-200,-200,-200,-200,-200,-200,-200,-200.0,83.6,False
160,10/12/16,Bordeaux,Monaco,0,4,A,3.75,3.3,2.1,2,-2,33,37,24,24,36,39,-20.55,83.6,True
161,10/12/16,Dijon,Marseille,1,2,A,3.2,3.25,2.3,-3,-4,-1,0,16,16,21,24,-3.65,83.6,True
162,10/12/16,Lille,Montpellier,2,1,H,2.0,3.1,4.33,-6,-5,-5,-6,17,20,19,19,-1.55,83.6,True
163,10/12/16,Nancy,Angers,2,0,H,2.5,2.9,3.25,-200,-200,-3,-5,-200,-200,19,19,-200.0,83.6,False
164,10/12/16,Toulouse,Lorient,3,2,H,2.0,3.3,4.0,2,3,-200,-200,22,25,-200,-200,-200.0,83.6,False
165,11/12/16,Lyon,Rennes,1,0,H,1.57,3.75,7.0,10,11,-1,-2,25,28,27,27,3.85,83.6,True
166,11/12/16,Paris SG,Nice,2,2,D,1.36,5.0,8.5,19,19,20,20,35,36,39,40,-2.6500000000000004,83.6,True
167,11/12/16,St Etienne,Guingamp,1,0,H,2.0,3.25,4.2,2,3,6,5,22,25,26,26,-4.0,83.6,True
168,16/12/16,Angers,Nantes,0,2,A,2.4,3.0,3.2,-5,-7,-17,-15,19,19,13,16,8.700000000000001,83.6,True
169,17/12/16,Guingamp,Paris SG,2,1,H,7.0,4.33,1.44,5,6,19,18,26,29,36,36,-11.8,83.6,True
170,17/12/16,Lorient,St Etienne,2,1,H,2.4,3.2,3.0,-200,-200,3,2,-200,-200,25,25,-200.0,83.6,False
171,17/12/16,Montpellier,Bordeaux,4,0,H,2.25,3.3,3.2,-6,-2,-2,-6,19,22,24,24,-4.55,83.6,True
172,17/12/16,Rennes,Bastia,1,2,A,1.8,3.4,4.75,-2,-3,-200,-200,27,27,-200,-200,-200.0,83.6,False
173,17/12/16,Toulouse,Nancy,1,1,D,1.91,3.2,4.33,3,3,-200,-200,25,26,-200,-200,-200.0,83.6,False
174,18/12/16,Caen,Metz,3,0,H,1.75,3.5,4.75,-14,-11,-200,-200,15,18,-200,-200,-200.0,83.6,False
175,18/12/16,Marseille,Lille,2,0,H,2.05,3.2,3.75,0,2,-5,-7,24,27,20,20,4.45,83.6,True
176,18/12/16,Monaco,Lyon,1,3,A,1.83,3.75,4.0,37,35,11,13,39,39,28,31,17.75,63.599999999999994,True
177,18/12/16,Nice,Dijon,2,1,H,1.53,4.2,5.75,20,21,-4,-5,40,43,16,16,24.0,74.19999999999999,True
178,21/12/16,Bastia,Marseille,1,2,A,3.2,3.1,2.4,-200,-200,2,3,-200,-200,27,30,-200.0,74.19999999999999,False
179,21/12/16,Bordeaux,Nice,0,0,D,2.7,3.1,2.8,-6,-6,21,21,24,25,43,44,-22.6,74.19999999999999,True
180,21/12/16,Dijon,Toulouse,2,0,H,2.5,3.2,3.0,-5,-3,3,1,16,19,26,26,-9.1,74.19999999999999,True
181,21/12/16,Lille,Rennes,1,1,D,2.05,3.2,4.0,-7,-7,-3,-3,20,21,27,28,-5.65,74.19999999999999,True
182,21/12/16,Lyon,Angers,2,0,H,1.44,4.5,7.5,13,15,-7,-9,31,34,19,19,15.600000000000001,82.99999999999999,True
183,21/12/16,Metz,Guingamp,2,2,D,3.4,3.1,2.3,-200,-200,6,6,-200,-200,29,30,-200.0,82.99999999999999,False
184,21/12/16,Monaco,Caen,2,1,H,1.25,6.0,12.0,35,36,-11,-12,39,42,18,18,32.25,87.99999999999999,True
185,21/12/16,Nantes,Montpellier,1,0,H,2.25,3.2,3.4,-15,-14,-2,-3,16,19,22,22,-9.15,87.99999999999999,True
186,21/12/16,Paris SG,Lorient,5,0,H,1.18,7.5,15.0,18,23,-200,-200,36,39,-200,-200,-200.0,87.99999999999999,False
187,21/12/16,St Etienne,Nancy,0,0,D,2.0,3.1,4.33,2,2,-200,-200,25,26,-200,-200,-200.0,87.99999999999999,False
188,13/01/17,Lille,St Etienne,1,1,D,2.05,3.1,4.2,-7,-7,2,2,21,22,26,27,-6.8,87.99999999999999,True
189,14/01/17,Angers,Bordeaux,1,1,D,2.8,3.0,2.75,-9,-9,-6,-6,19,20,25,26,-4.65,87.99999999999999,True
190,14/01/17,Lorient,Guingamp,3,1,H,2.45,3.2,3.0,-200,-200,6,4,-200,-200,30,30,-200.0,87.99999999999999,False
191,14/01/17,Montpellier,Dijon,1,1,D,1.8,3.5,4.75,-3,-3,-3,-3,22,23,19,20,1.6500000000000001,87.99999999999999,True
192,14/01/17,Nancy,Bastia,1,0,H,1.95,3.1,4.75,-200,-200,-200,-200,-200,-200,-200,-200,-200.0,87.99999999999999,False
193,14/01/17,Rennes,Paris SG,0,1,A,7.0,4.0,1.53,-3,-4,23,24,28,28,39,42,-17.75,87.99999999999999,True
194,14/01/17,Toulouse,Nantes,0,1,A,2.05,3.1,4.1,1,0,-14,-13,26,26,19,22,10.600000000000001,87.99999999999999,True
195,15/01/17,Caen,Lyon,3,2,H,4.75,3.75,1.75,-12,-11,15,14,18,21,34,34,-20.950000000000003,87.99999999999999,True
196,15/01/17,Marseille,Monaco,1,4,A,3.0,3.3,2.4,3,0,36,39,30,30,42,45,-21.45,87.99999999999999,True
197,15/01/17,Nice,Metz,0,0,D,1.5,4.2,7.0,21,21,-200,-200,44,45,-200,-200,-200.0,87.99999999999999,False
198,18/01/17,Nantes,Caen,1,0,H,2.0,3.4,4.0,-13,-12,-11,-12,22,25,21,21,-0.35,87.99999999999999,True
199,20/01/17,Bastia,Nice,1,1,D,3.0,3.1,2.55,-200,-200,21,21,-200,-200,45,46,-200.0,87.99999999999999,False
200,21/01/17,Bordeaux,Toulouse,1,0,H,2.1,3.25,3.8,-6,-5,0,-1,26,29,26,26,-2.7,87.99999999999999,True
201,21/01/17,Dijon,Lille,0,0,D,3.0,3.1,2.55,-3,-3,-7,-7,20,21,22,23,0.7,87.99999999999999,True
