,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,HTGDBG,HTGDAG,ATGDBG,ATGDAG,HTPBG,HTPAG,ATPBG,ATPAG,RATIO,CC,GO
0,12/08/16,Bastia,Paris SG,0,1,A,13.0,4.75,1.29,-200,-200,0,1,-200,-200,0,3,-200.0,0.0,False
1,12/08/16,Monaco,Guingamp,2,2,D,1.62,3.8,5.25,0,0,0,0,0,1,0,1,0.0,0.0,True
2,13/08/16,Bordeaux,St Etienne,3,2,H,2.5,3.1,3.1,0,1,0,-1,0,3,0,0,0.0,0.0,True
3,13/08/16,Caen,Lorient,3,2,H,2.2,3.25,3.5,0,1,-200,-200,0,3,-200,-200,-200.0,0.0,False
4,13/08/16,Dijon,Nantes,0,1,A,2.5,3.1,3.1,0,-1,0,1,0,0,0,3,0.0,0.0,True
5,13/08/16,Metz,Lille,3,2,H,3.4,3.2,2.2,-200,-200,0,-1,-200,-200,0,0,-200.0,0.0,False
6,13/08/16,Montpellier,Angers,1,0,H,2.1,3.1,4.0,0,1,0,-1,0,3,0,0,0.0,0.0,True
7,14/08/16,Marseille,Toulouse,0,0,D,2.0,3.3,4.0,0,0,0,0,0,1,0,1,0.0,0.0,True
8,14/08/16,Nancy,Lyon,0,3,A,3.5,3.3,2.15,-200,-200,0,3,-200,-200,0,3,-200.0,0.0,False
9,14/08/16,Nice,Rennes,1,0,H,2.38,3.1,3.25,0,1,0,-1,0,3,0,0,0.0,0.0,True
10,19/08/16,Lyon,Caen,2,0,H,1.33,4.75,9.5,3,5,1,-1,3,6,3,3,0.9,0.0,True
11,20/08/16,Angers,Nice,0,1,A,2.5,3.0,3.2,-1,-2,1,2,0,0,3,6,-2.5500000000000003,0.0,True
12,20/08/16,Lille,Dijon,1,0,H,1.67,3.5,6.0,-1,0,-1,-2,0,3,0,0,0.0,0.0,True
13,20/08/16,Lorient,Bastia,0,3,A,1.85,3.5,4.5,-200,-200,-200,-200,-200,-200,-200,-200,-200.0,0.0,False
14,20/08/16,Nantes,Monaco,0,1,A,2.5,3.0,3.0,1,0,0,1,3,3,1,4,1.55,0.0,True
15,20/08/16,Rennes,Nancy,2,0,H,2.1,3.25,3.8,-1,1,-200,-200,0,3,-200,-200,-200.0,0.0,False
16,20/08/16,Toulouse,Bordeaux,4,1,H,2.3,3.2,3.25,0,3,1,-2,1,4,3,3,-1.55,0.0,True
17,21/08/16,Guingamp,Marseille,2,1,H,2.7,3.1,2.8,0,1,0,-1,1,4,1,1,0.0,0.0,True
18,21/08/16,Paris SG,Metz,3,0,H,1.13,8.0,26.0,1,4,-200,-200,3,6,-200,-200,-200.0,0.0,False
19,21/08/16,St Etienne,Montpellier,3,1,H,2.05,3.25,3.75,-1,1,1,-1,0,3,3,3,-2.5500000000000003,0.0,True
20,26/08/16,Marseille,Lorient,2,0,H,1.75,3.6,5.0,-1,1,-200,-200,1,4,-200,-200,-200.0,0.0,False
21,27/08/16,Caen,Bastia,2,0,H,2.1,3.25,3.8,-1,1,-200,-200,3,6,-200,-200,-200.0,0.0,False
22,27/08/16,Dijon,Lyon,4,2,H,4.33,3.6,1.83,-2,0,5,3,0,3,6,6,-6.45,0.0,True
23,27/08/16,Metz,Angers,2,0,H,2.5,3.0,3.2,-200,-200,-2,-4,-200,-200,0,0,-200.0,0.0,False
24,27/08/16,Montpellier,Rennes,1,1,D,2.38,3.1,3.2,-1,-1,1,1,3,4,3,4,-0.9,0.0,True
25,27/08/16,Nancy,Guingamp,0,2,A,2.15,3.25,3.6,-200,-200,1,3,-200,-200,4,7,-200.0,0.0,False
26,27/08/16,Nice,Lille,1,1,D,2.5,3.0,3.0,2,2,0,0,6,7,3,4,2.5500000000000003,0.0,True
27,28/08/16,Bordeaux,Nantes,1,0,H,2.05,3.1,4.2,-2,-1,0,-1,3,6,3,3,-0.9,0.0,True
28,28/08/16,Monaco,Paris SG,3,1,H,4.75,3.5,1.8,1,3,4,2,4,7,6,6,-2.45,0.0,True
29,28/08/16,St Etienne,Toulouse,0,0,D,2.15,3.25,3.6,1,1,3,3,3,4,4,5,-1.4500000000000002,0.0,True
30,09/09/16,Paris SG,St Etienne,1,1,D,1.33,5.25,9.5,2,2,1,1,6,7,4,5,1.55,0.0,True
31,10/09/16,Angers,Dijon,3,1,H,2.25,3.1,3.5,-4,-2,0,-2,0,3,3,3,-3.45,0.0,True
32,10/09/16,Bastia,Toulouse,2,1,H,2.75,3.0,2.75,-200,-200,3,2,-200,-200,5,5,-200.0,0.0,False
33,10/09/16,Guingamp,Montpellier,1,1,D,2.3,3.1,3.5,3,3,-1,-1,7,8,4,5,3.45,0.0,True
34,10/09/16,Lille,Monaco,1,4,A,2.6,2.9,3.1,0,-3,3,6,4,4,7,10,-3.0,0.0,True
35,10/09/16,Lorient,Nancy,0,2,A,2.38,3.1,3.3,-200,-200,-200,-200,-200,-200,-200,-200,-200.0,0.0,False
36,10/09/16,Lyon,Bordeaux,1,3,A,1.62,3.8,5.5,3,1,-1,1,6,6,6,9,1.8,0.0,True
37,11/09/16,Nantes,Metz,0,3,A,1.73,3.4,5.5,-1,-4,-200,-200,3,3,-200,-200,-200.0,0.0,False
38,11/09/16,Nice,Marseille,3,2,H,2.3,3.2,3.4,2,3,1,0,7,10,4,4,2.1,0.0,True
39,11/09/16,Rennes,Caen,2,0,H,2.0,3.3,4.0,1,3,1,-1,4,7,6,6,-1.1,0.0,True
40,16/09/16,Caen,Paris SG,0,6,A,7.0,4.5,1.4,-1,-7,2,8,6,6,7,10,-1.9000000000000001,0.0,True
41,17/09/16,Bordeaux,Angers,0,1,A,1.8,3.5,4.75,1,0,-2,-1,9,9,3,6,4.65,0.0,True
42,17/09/16,Dijon,Metz,0,0,D,2.15,3.1,3.75,-2,-2,-200,-200,3,4,-200,-200,-200.0,0.0,False
43,17/09/16,Lorient,Lille,1,0,H,3.1,3.1,2.5,-200,-200,-3,-4,-200,-200,4,4,-200.0,0.0,False
44,17/09/16,Monaco,Rennes,3,0,H,1.73,3.5,5.0,6,9,3,0,10,13,7,7,3.0,0.0,True
45,17/09/16,Nancy,Nantes,1,1,D,2.6,2.9,3.1,-200,-200,-4,-4,-200,-200,3,4,-200.0,0.0,False
46,17/09/16,Toulouse,Guingamp,2,1,H,2.0,3.25,4.0,2,3,3,2,5,8,8,8,-2.1,0.0,True
47,18/09/16,Marseille,Lyon,0,0,D,2.7,3.4,2.6,0,0,1,1,4,5,6,7,-1.55,0.0,True
48,18/09/16,Montpellier,Nice,1,1,D,2.3,3.2,3.3,-1,-1,3,3,5,6,10,11,-4.55,0.0,True
49,18/09/16,St Etienne,Bastia,1,0,H,1.65,3.6,6.0,1,2,-200,-200,5,8,-200,-200,-200.0,0.0,False
50,20/09/16,Lille,Toulouse,1,2,A,2.05,3.1,4.0,-4,-5,3,4,4,4,8,11,-5.35,0.0,True
51,20/09/16,Paris SG,Dijon,3,0,H,1.11,9.0,23.0,8,11,-2,-5,10,13,4,4,7.800000000000001,0.0,True
52,21/09/16,Angers,Caen,2,1,H,2.25,3.2,3.4,-1,0,-7,-8,6,9,6,6,2.7,0.0,True
53,21/09/16,Bastia,Nancy,0,0,D,2.4,3.0,3.3,-200,-200,-200,-200,-200,-200,-200,-200,-200.0,0.0,False
54,21/09/16,Guingamp,Lorient,1,0,H,2.05,3.2,4.0,2,3,-200,-200,8,11,-200,-200,-200.0,0.0,False
55,21/09/16,Lyon,Montpellier,5,1,H,1.57,4.0,6.0,1,5,-1,-5,7,10,6,6,1.4500000000000002,0.0,True
56,21/09/16,Metz,Bordeaux,0,3,A,3.2,3.1,2.4,-200,-200,0,3,-200,-200,9,12,-200.0,0.0,False
57,21/09/16,Nantes,St Etienne,0,0,D,2.5,2.9,3.1,-4,-4,2,2,4,5,8,9,-4.9,0.0,True
58,21/09/16,Nice,Monaco,4,0,H,3.1,3.2,2.4,3,7,9,5,11,14,13,13,-3.8000000000000003,0.0,True
59,21/09/16,Rennes,Marseille,3,2,H,2.3,3.3,3.2,0,1,0,-1,7,10,5,5,1.1,0.0,True
60,23/09/16,Toulouse,Paris SG,2,0,H,7.0,4.2,1.5,4,6,11,9,11,14,13,13,-4.25,0.0,True
61,24/09/16,Bastia,Guingamp,1,0,H,2.4,3.0,3.3,-200,-200,3,2,-200,-200,11,11,-200.0,0.0,False
62,24/09/16,Bordeaux,Caen,0,0,D,1.85,3.6,4.33,3,3,-8,-8,12,13,6,7,8.25,0.0,True
63,24/09/16,Dijon,Rennes,3,0,H,2.8,3.2,2.6,-5,-2,1,-2,4,7,10,10,-6.0,0.0,True
64,24/09/16,Lorient,Lyon,1,0,H,4.2,3.5,1.91,-200,-200,5,4,-200,-200,10,10,-200.0,0.0,False
65,24/09/16,Monaco,Angers,2,1,H,1.62,3.75,6.0,5,6,0,-1,13,16,9,9,4.45,0.0,True
66,24/09/16,Montpellier,Metz,0,1,A,1.67,3.6,5.75,-5,-6,-200,-200,6,6,-200,-200,-200.0,0.0,False
67,25/09/16,Marseille,Nantes,2,1,H,2.0,3.1,4.33,-1,0,-4,-5,5,8,5,5,1.35,0.0,True
68,25/09/16,Nancy,Nice,0,1,A,2.5,3.1,3.1,-200,-200,7,8,-200,-200,14,17,-200.0,0.0,False
69,25/09/16,St Etienne,Lille,3,1,H,2.3,3.0,3.5,2,4,-5,-7,9,12,4,4,5.9,0.0,True
70,30/09/16,Rennes,Guingamp,1,0,H,2.05,3.2,4.0,-2,-1,2,1,10,13,11,11,-2.35,0.0,True
71,01/10/16,Caen,Toulouse,1,0,H,2.5,3.1,3.0,-8,-7,6,5,7,10,14,14,-10.15,0.0,True
72,01/10/16,Dijon,Montpellier,3,3,D,2.6,3.0,3.0,-2,-2,-6,-6,7,8,6,7,2.35,0.0,True
73,01/10/16,Lille,Nancy,1,0,H,1.85,3.2,5.0,-7,-6,-200,-200,4,7,-200,-200,-200.0,0.0,False
74,01/10/16,Metz,Monaco,0,7,A,4.5,3.6,1.8,-200,-200,6,13,-200,-200,16,19,-200.0,0.0,False
75,01/10/16,Nantes,Bastia,1,0,H,1.95,3.2,4.5,-5,-4,-200,-200,5,8,-200,-200,-200.0,0.0,False
76,01/10/16,Paris SG,Bordeaux,2,0,H,1.25,5.75,13.0,9,11,3,1,13,16,13,13,2.7,0.0,True
77,02/10/16,Angers,Marseille,1,1,D,2.63,3.0,3.0,-1,-1,0,0,9,10,8,9,0.10000000000000003,0.0,True
78,02/10/16,Lyon,St Etienne,2,0,H,1.73,3.6,5.0,4,6,4,2,10,13,12,12,-1.1,0.0,True
79,02/10/16,Nice,Lorient,2,1,H,1.8,3.5,4.75,8,9,-200,-200,17,20,-200,-200,-200.0,0.0,False
80,14/10/16,Nice,Lyon,2,0,H,2.9,3.4,2.38,9,11,6,4,20,23,13,13,5.200000000000001,0.0,True
81,14/10/16,Toulouse,Monaco,3,1,H,3.0,3.2,2.5,5,7,13,11,14,17,19,19,-6.35,0.0,True
82,15/10/16,Bastia,Angers,1,2,A,2.5,2.8,3.25,-200,-200,-1,0,-200,-200,10,13,-200.0,0.0,False
83,15/10/16,Guingamp,Lille,1,0,H,2.45,3.1,3.1,1,2,-6,-7,11,14,7,7,5.35,0.0,True
84,15/10/16,Lorient,Nantes,1,2,A,2.5,3.2,3.0,-200,-200,-4,-3,-200,-200,8,11,-200.0,0.0,False
85,15/10/16,Montpellier,Caen,3,2,H,1.85,3.4,4.5,-6,-5,-7,-8,7,10,10,10,-1.2000000000000002,0.0,True
86,15/10/16,Nancy,Paris SG,1,2,A,10.0,5.0,1.33,-200,-200,11,12,-200,-200,16,19,-200.0,0.0,False
87,16/10/16,Marseille,Metz,1,0,H,1.44,4.33,7.5,0,1,-200,-200,9,12,-200,-200,-200.0,0.0,False
88,16/10/16,Rennes,Bordeaux,1,1,D,2.38,3.3,3.1,-1,-1,1,1,13,14,13,14,-0.9,0.0,True
89,16/10/16,St Etienne,Dijon,1,1,D,1.73,3.6,5.0,2,2,-2,-2,12,13,8,9,4.0,0.0,True
90,21/10/16,Monaco,Montpellier,6,2,H,1.67,3.75,5.5,11,15,-5,-9,19,22,10,10,12.15,0.0,True
91,22/10/16,Angers,Toulouse,0,0,D,2.5,3.1,3.1,0,0,7,7,13,14,17,18,-5.35,0.0,True
92,22/10/16,Bordeaux,Nancy,1,1,D,1.8,3.4,5.0,1,1,-200,-200,14,15,-200,-200,-200.0,0.0,False
93,22/10/16,Dijon,Lorient,1,0,H,2.15,3.3,3.6,-2,-1,-200,-200,9,12,-200,-200,-200.0,0.0,False
