,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,HTGDBG,HTGDAG,ATGDBG,ATGDAG,HTPBG,HTPAG,ATPBG,ATPAG
48,13/09/09,Monaco,Paris SG,2,0,H,2.9,3.0,2.6,-2,0,6,4,6,9,10,10
49,13/09/09,Rennes,St Etienne,1,0,H,1.75,3.4,5.0,3,4,-4,-5,6,9,3,3
50,19/09/09,Boulogne,Bordeaux,0,2,A,5.5,3.5,1.67,-1,-3,9,11,8,8,13,16
51,19/09/09,Grenoble,Rennes,0,4,A,3.6,3.0,2.2,-6,-10,4,8,0,0,9,12
52,19/09/09,Lorient,Nancy,3,1,H,2.2,3.0,3.6,-1,1,3,1,7,10,7,7
53,19/09/09,Marseille,Montpellier,4,2,H,1.4,4.2,8.5,4,6,6,4,11,14,11,11
54,19/09/09,Nice,Monaco,1,3,A,2.63,2.8,3.1,-7,-9,0,2,4,4,9,12
55,19/09/09,Sochaux,Valenciennes,2,5,A,1.85,3.2,4.75,-2,-5,-3,0,6,6,4,7
56,19/09/09,St Etienne,Auxerre,1,1,D,2.0,3.1,4.2,-5,-5,-4,-4,3,4,4,5
57,20/09/09,Lens,Lille,1,1,D,2.6,3.0,2.88,-1,-1,-4,-4,7,8,4,5
58,20/09/09,Paris SG,Lyon,1,1,D,2.88,3.1,2.55,4,4,7,7,10,11,13,14
59,20/09/09,Toulouse,Le Mans,2,0,H,1.75,3.4,5.0,0,2,-3,-5,5,8,4,4
60,26/09/09,Auxerre,Grenoble,2,0,H,1.67,3.4,6.0,-4,-2,-10,-12,5,8,0,0
61,26/09/09,Lorient,Paris SG,1,1,D,3.2,3.0,2.4,1,1,4,4,10,11,11,12
62,26/09/09,Lyon,Toulouse,2,1,H,1.44,4.0,8.5,7,8,2,1,14,17,8,8
63,26/09/09,Monaco,St Etienne,1,2,A,1.8,3.1,4.6,2,1,-5,-4,12,12,4,7
64,26/09/09,Montpellier,Boulogne,1,0,H,1.7,3.4,5.5,4,5,-3,-4,11,14,8,8
65,26/09/09,Nancy,Sochaux,2,1,H,2.0,3.2,4.0,1,2,-5,-6,7,10,6,6
66,26/09/09,Valenciennes,Marseille,3,2,H,4.75,3.3,1.8,0,1,6,5,7,10,14,14
67,27/09/09,Bordeaux,Rennes,1,0,H,1.7,3.4,5.5,11,12,8,7,16,19,12,12
68,27/09/09,Le Mans,Lens,3,0,H,2.25,3.1,3.4,-5,-2,-1,-4,4,7,8,8
69,27/09/09,Lille,Nice,1,1,D,1.62,3.6,6.0,-4,-4,-9,-9,5,6,4,5
70,03/10/09,Grenoble,Montpellier,2,3,A,2.9,3.0,2.6,-12,-13,5,6,0,0,14,17
71,03/10/09,Lens,Lyon,0,2,A,5.0,3.4,1.75,-4,-6,8,10,8,8,17,20
72,03/10/09,Nice,Valenciennes,3,2,H,2.3,3.0,3.4,-9,-8,1,0,5,8,10,10
73,03/10/09,Paris SG,Nancy,1,1,D,1.57,3.5,7.0,4,4,2,2,12,13,10,11
74,03/10/09,Rennes,Auxerre,0,1,A,1.62,3.5,6.0,7,6,-2,-1,12,12,8,11
75,03/10/09,Sochaux,Le Mans,1,0,H,1.91,3.1,4.6,-6,-5,-2,-3,6,9,7,7
76,03/10/09,St Etienne,Bordeaux,3,1,H,4.0,3.2,2.0,-4,-2,12,10,7,10,19,19
77,04/10/09,Boulogne,Lille,2,3,A,3.75,3.1,2.1,-4,-5,-4,-3,8,8,6,9
78,04/10/09,Marseille,Monaco,1,2,A,1.53,3.75,7.0,5,4,1,2,14,14,12,15
79,04/10/09,Toulouse,Lorient,0,1,A,1.85,3.2,4.75,1,0,1,2,8,8,11,14
80,17/10/09,Auxerre,Bordeaux,1,0,H,3.8,3.2,2.05,-1,0,10,9,11,14,19,19
81,17/10/09,Le Mans,Boulogne,1,1,D,1.7,3.4,5.5,-3,-3,-5,-5,7,8,8,9
82,17/10/09,Lille,Rennes,0,0,D,2.1,3.1,3.75,-3,-3,6,6,9,10,12,13
83,17/10/09,Lyon,Sochaux,0,2,A,1.3,5.0,11.0,10,8,-5,-3,20,20,9,12
84,17/10/09,Montpellier,St Etienne,2,1,H,2.2,3.1,3.5,6,7,-2,-3,17,20,10,10
85,17/10/09,Nancy,Marseille,0,3,A,3.8,3.2,2.05,2,-1,4,7,11,11,14,17
86,17/10/09,Valenciennes,Grenoble,2,0,H,1.57,3.6,6.5,0,2,-13,-15,10,13,0,0
87,18/10/09,Lorient,Nice,4,1,H,1.91,3.2,4.33,2,5,-8,-11,14,17,8,8
88,18/10/09,Monaco,Lens,2,0,H,1.73,3.3,5.5,2,4,-6,-8,15,18,8,8
89,18/10/09,Toulouse,Paris SG,1,0,H,2.6,3.0,2.88,0,1,4,3,8,11,13,13
90,24/10/09,Bordeaux,Le Mans,3,0,H,1.33,4.5,11.0,9,12,-3,-6,19,22,8,8
91,24/10/09,Boulogne,Monaco,1,3,A,4.33,3.0,2.0,-5,-7,4,6,9,9,18,21
92,24/10/09,Grenoble,Nancy,1,2,A,3.6,3.1,2.15,-15,-16,-1,0,0,0,11,14
93,24/10/09,Nice,Lyon,4,1,H,5.25,3.5,1.7,-11,-8,8,5,8,11,20,20
94,24/10/09,Rennes,Montpellier,3,0,H,1.8,3.4,4.75,6,9,7,4,13,16,20,20
95,24/10/09,Sochaux,Lorient,1,0,H,2.1,3.1,3.75,-3,-2,5,4,12,15,17,17
96,24/10/09,St Etienne,Valenciennes,0,2,A,1.8,3.4,4.75,-3,-5,2,4,10,10,13,16
97,25/10/09,Auxerre,Lille,3,2,H,2.63,2.88,3.0,0,1,-3,-4,14,17,10,10
98,25/10/09,Lens,Toulouse,0,2,A,2.63,2.88,3.0,-8,-10,1,3,8,8,11,14
99,31/10/09,Auxerre,Montpellier,2,1,H,2.1,3.1,3.75,1,2,4,3,17,20,20,20
100,31/10/09,Bordeaux,Monaco,1,0,H,1.67,3.4,6.0,12,13,6,5,22,25,21,21
101,31/10/09,Boulogne,Nancy,1,2,A,3.0,2.9,2.6,-7,-8,0,1,9,9,14,17
102,31/10/09,Grenoble,Lille,0,2,A,5.0,3.25,1.8,-16,-18,-4,-2,0,0,10,13
103,31/10/09,Lens,Lorient,1,1,D,2.5,2.9,3.1,-10,-10,4,4,8,9,17,18
104,31/10/09,Marseille,Toulouse,1,1,D,1.6,3.5,6.5,7,7,3,3,17,18,14,15
105,31/10/09,St Etienne,Lyon,0,1,A,4.0,3.2,2.0,-5,-6,5,6,10,10,20,23
106,01/11/09,Nice,Le Mans,1,0,H,2.0,3.2,4.0,-8,-7,-6,-7,11,14,8,8
107,01/11/09,Rennes,Valenciennes,0,3,A,1.67,3.4,6.0,9,6,4,7,16,16,16,19
108,01/11/09,Sochaux,Paris SG,1,4,A,2.75,3.0,2.75,-2,-5,3,6,15,15,13,16
109,07/11/09,Le Mans,Auxerre,0,1,A,2.65,2.9,2.9,-7,-8,2,3,8,8,20,23
110,07/11/09,Lorient,Boulogne,5,0,H,1.53,3.8,6.5,4,9,-8,-13,18,21,9,9
111,07/11/09,Monaco,Grenoble,0,0,D,1.33,4.75,10.0,5,5,-18,-18,21,22,0,1
112,07/11/09,Nancy,St Etienne,0,1,A,2.1,3.1,3.75,1,0,-6,-5,17,17,10,13
113,07/11/09,Paris SG,Nice,0,1,A,1.7,3.5,5.25,6,5,-7,-6,16,16,14,17
114,07/11/09,Sochaux,Lens,1,2,A,1.95,3.2,4.2,-5,-6,-10,-9,15,15,9,12
115,07/11/09,Valenciennes,Montpellier,1,1,D,2.2,3.1,3.5,7,7,3,3,19,20,20,21
116,08/11/09,Lille,Bordeaux,2,0,H,2.7,3.0,2.75,-2,0,13,11,13,16,25,25
117,08/11/09,Lyon,Marseille,5,5,D,2.05,3.2,3.75,6,6,7,7,23,24,18,19
118,08/11/09,Toulouse,Rennes,3,2,H,2.3,3.0,3.4,3,4,6,5,15,18,16,16
119,20/11/09,Marseille,Paris SG,1,0,H,1.73,3.5,5.0,7,8,5,4,19,22,16,16
120,21/11/09,Auxerre,Monaco,2,0,H,2.3,3.0,3.4,3,5,5,3,23,26,22,22
121,21/11/09,Bordeaux,Valenciennes,0,1,A,1.4,4.2,9.0,11,10,7,8,25,25,20,23
122,21/11/09,Grenoble,Lyon,1,1,D,8.0,4.0,1.44,-18,-18,6,6,1,2,24,25
123,21/11/09,Lens,Nancy,2,1,H,2.5,2.9,3.1,-9,-8,0,-1,12,15,17,17
124,21/11/09,Rennes,Le Mans,2,1,H,1.44,4.0,8.0,5,6,-8,-9,16,19,8,8
125,22/11/09,Montpellier,Lille,2,0,H,2.75,3.0,2.7,3,5,0,-2,21,24,16,16
126,22/11/09,Nice,Toulouse,1,0,H,2.4,3.0,3.2,-6,-5,4,3,17,20,18,18
127,22/11/09,St Etienne,Lorient,0,2,A,2.2,3.1,3.5,-5,-7,9,11,13,13,21,24
128,28/11/09,Lens,Marseille,1,0,H,4.2,3.1,2.0,-8,-7,8,7,15,18,22,22
129,28/11/09,Lille,Valenciennes,4,0,H,1.67,3.5,5.5,-2,2,8,4,16,19,23,23
130,28/11/09,Lorient,Grenoble,2,2,D,1.5,3.75,7.5,11,11,-18,-18,24,25,2,3
131,28/11/09,Paris SG,Auxerre,1,0,H,1.85,3.2,4.75,4,5,5,4,16,19,26,26
132,28/11/09,Sochaux,Nice,1,0,H,2.2,3.0,3.6,-6,-5,-5,-6,15,18,20,20
133,28/11/09,Toulouse,Boulogne,1,0,H,1.4,4.2,8.5,3,4,-13,-14,18,21,9,9
134,29/11/09,Le Mans,St Etienne,1,1,D,2.3,3.0,3.4,-9,-9,-7,-7,8,9,13,14
135,29/11/09,Lyon,Rennes,1,1,D,1.55,3.7,6.5,6,6,6,6,25,26,19,20
136,29/11/09,Nancy,Bordeaux,0,3,A,3.75,3.2,2.05,-1,-4,10,13,17,17,25,28
137,02/12/09,Boulogne,Paris SG,2,5,A,5.0,3.3,1.75,-14,-17,5,8,9,9,19,22
138,05/12/09,Bordeaux,Paris SG,1,0,H,1.67,3.4,6.0,13,14,8,7,28,31,22,22
139,05/12/09,Montpellier,Le Mans,2,1,H,1.75,3.4,5.0,5,6,-9,-10,24,27,9,9
140,05/12/09,Nice,Marseille,1,3,A,3.6,3.2,2.1,-6,-8,7,9,20,20,22,25
141,05/12/09,Rennes,Lorient,1,0,H,1.91,3.2,4.33,6,7,11,10,20,23,25,25
142,05/12/09,St Etienne,Sochaux,0,0,D,2.1,3.1,3.75,-7,-7,-5,-5,14,15,18,19
143,05/12/09,Valenciennes,Monaco,3,1,H,2.2,3.1,3.5,4,6,3,1,23,26,22,22
144,06/12/09,Auxerre,Nancy,1,3,A,1.83,3.3,4.75,4,2,-4,-2,26,26,17,20
145,06/12/09,Boulogne,Lens,2,1,H,2.88,3.1,2.55,-17,-16,-7,-8,9,12,18,18
146,06/12/09,Grenoble,Toulouse,1,0,H,3.75,3.1,2.1,-18,-17,4,3,3,6,21,21
147,06/12/09,Lille,Lyon,4,3,H,3.1,3.1,2.4,2,3,6,5,19,22,26,26
148,10/12/09,Lille,St Etienne,4,0,H,1.62,3.5,6.25,3,7,-7,-11,22,25,15,15
149,10/12/09,Toulouse,Sochaux,2,0,H,1.75,3.4,5.0,3,5,-5,-7,21,24,19,19
150,12/12/09,Le Mans,Valenciennes,2,1,H,2.6,3.0,2.88,-10,-9,6,5,9,12,26,26
151,12/12/09,Lens,Nice,2,0,H,2.25,3.0,3.5,-8,-6,-8,-10,18,21,20,20
152,12/12/09,Lorient,Auxerre,0,0,D,2.1,3.1,3.75,10,10,2,2,25,26,26,27
153,12/12/09,Marseille,Boulogne,2,0,H,1.25,5.25,13.0,9,11,-16,-18,25,28,12,12
154,12/12/09,Nancy,Rennes,1,2,A,2.63,2.88,3.0,-2,-3,7,8,20,20,23,26
155,13/12/09,Lyon,Bordeaux,0,1,A,2.25,3.1,3.4,5,4,14,15,26,26,31,34
156,13/12/09,Monaco,Lille,0,4,A,2.63,3.0,2.88,1,-3,7,11,22,22,25,28
157,13/12/09,Paris SG,St Etienne,3,0,H,1.67,3.5,5.5,7,10,-11,-14,22,25,15,15
158,13/12/09,Sochaux,Grenoble,1,0,H,1.8,3.3,5.0,-7,-6,-17,-18,19,22,6,6
159,13/12/09,Toulouse,Montpellier,0,1,A,1.91,3.2,4.33,5,4,6,7,24,24,27,30
160,15/12/09,Valenciennes,Auxerre,0,0,D,2.1,3.1,3.75,5,5,2,2,26,27,27,28
161,16/12/09,Le Mans,Grenoble,1,0,H,2.0,3.1,4.2,-9,-8,-18,-19,12,15,6,6
162,16/12/09,Lorient,Marseille,1,2,A,3.6,3.2,2.1,10,9,11,12,26,26,28,31
163,16/12/09,Lyon,Boulogne,2,0,H,1.17,6.5,19.0,4,6,-18,-20,26,29,12,12
164,16/12/09,Monaco,Rennes,1,0,H,2.75,3.0,2.7,-3,-2,8,7,22,25,26,26
165,16/12/09,Montpellier,Bordeaux,0,1,A,3.75,3.1,2.1,7,6,15,16,30,30,34,37
166,16/12/09,Nancy,Nice,2,0,H,2.1,3.1,3.75,-3,-1,-10,-12,20,23,20,20
167,16/12/09,Paris SG,Lens,1,1,D,1.57,3.6,6.5,10,10,-6,-6,25,26,21,22
168,19/12/09,Bordeaux,Lorient,4,1,H,1.44,4.0,8.0,16,19,9,6,37,40,26,26
169,19/12/09,Grenoble,Nice,1,1,D,2.6,3.0,2.88,-19,-19,-12,-12,6,7,20,21
170,19/12/09,Montpellier,Nancy,0,2,A,1.83,3.3,4.75,6,4,-1,1,30,30,23,26
171,19/12/09,Rennes,Paris SG,1,0,H,2.2,3.1,3.5,7,8,10,9,26,29,26,26
172,19/12/09,St Etienne,Marseille,0,0,D,4.33,3.4,1.85,-14,-14,12,12,15,16,31,32
173,19/12/09,Valenciennes,Lens,0,0,D,2.0,3.2,4.0,5,5,-6,-6,27,28,22,23
174,20/12/09,Auxerre,Toulouse,1,1,D,2.1,3.1,3.75,2,2,4,4,28,29,24,25
175,20/12/09,Lille,Le Mans,3,0,H,1.36,4.33,10.0,11,14,-8,-11,28,31,15,15
176,20/12/09,Monaco,Lyon,1,1,D,3.5,3.1,2.2,-2,-2,6,6,25,26,29,30
177,22/12/09,Lens,St Etienne,1,0,H,2.0,3.2,4.0,-6,-5,-14,-15,23,26,16,16
178,23/12/09,Le Mans,Monaco,1,1,D,2.5,3.0,3.0,-11,-11,-2,-2,15,16,26,27
179,23/12/09,Lorient,Valenciennes,3,2,H,2.0,3.2,4.0,6,7,5,4,26,29,28,28
180,23/12/09,Lyon,Montpellier,1,2,A,1.53,3.75,7.0,6,5,4,5,30,30,30,33
181,23/12/09,Marseille,Auxerre,0,2,A,1.44,4.0,8.5,12,10,2,4,32,32,29,32
182,23/12/09,Nancy,Lille,0,4,A,3.75,3.1,2.1,1,-3,14,18,26,26,31,34
183,23/12/09,Nice,Boulogne,2,2,D,1.62,3.6,6.0,-12,-12,-20,-20,21,22,12,13
184,23/12/09,Paris SG,Grenoble,4,0,H,1.44,4.0,8.0,9,13,-19,-23,26,29,7,7
185,23/12/09,Sochaux,Rennes,2,0,H,2.75,3.0,2.7,-6,-4,8,6,22,25,29,29
186,23/12/09,Toulouse,Bordeaux,1,2,A,3.5,3.1,2.2,4,3,19,20,25,25,40,43
187,13/01/10,Boulogne,Sochaux,0,0,D,3.0,3.0,2.38,-20,-20,-4,-4,13,14,25,26
188,13/01/10,Monaco,Montpellier,4,0,H,2.3,3.0,3.1,-2,2,5,1,27,30,33,33
189,16/01/10,Auxerre,Boulogne,0,0,D,1.44,4.0,8.0,4,4,-20,-20,32,33,14,15
190,16/01/10,Grenoble,St Etienne,1,2,A,2.5,3.0,3.0,-23,-24,-15,-14,7,7,16,19
191,16/01/10,Le Mans,Lorient,0,3,A,2.38,3.0,3.2,-11,-14,7,10,16,16,29,32
192,16/01/10,Lille,Paris SG,3,1,H,1.91,3.25,4.2,18,20,13,11,34,37,29,29
193,16/01/10,Monaco,Sochaux,2,0,H,2.0,3.2,4.0,2,4,-4,-6,30,33,26,26
194,16/01/10,Montpellier,Nice,1,0,H,1.75,3.4,5.0,1,2,-12,-13,33,36,22,22
195,16/01/10,Nancy,Lyon,0,2,A,4.33,3.25,1.91,-3,-5,5,7,26,26,30,33
196,16/01/10,Rennes,Lens,1,1,D,1.75,3.4,5.0,6,6,-5,-5,29,30,26,27
197,16/01/10,Valenciennes,Toulouse,1,3,A,2.15,3.1,3.6,4,2,3,5,28,28,25,28
198,17/01/10,Bordeaux,Marseille,1,1,D,2.0,3.2,4.0,20,20,10,10,43,44,32,33
199,19/01/10,St Etienne,Rennes,0,0,D,2.88,3.0,2.6,-14,-14,6,6,19,20,30,31
200,20/01/10,Boulogne,Valenciennes,0,2,A,3.0,3.1,2.45,-20,-22,2,4,15,15,28,31
201,20/01/10,Grenoble,Bordeaux,1,3,A,8.0,4.0,1.44,-24,-26,20,22,7,7,44,47
202,20/01/10,Lens,Montpellier,0,1,A,2.3,3.1,3.2,-5,-6,2,3,27,27,36,39
203,20/01/10,Lorient,Lyon,1,3,A,3.6,3.2,2.1,10,8,7,9,32,32,33,36
204,20/01/10,Marseille,Le Mans,2,1,H,1.33,4.75,9.5,10,11,-14,-15,33,36,16,16
205,20/01/10,Nice,Auxerre,0,1,A,2.6,3.0,2.88,-13,-14,4,5,22,22,33,36
206,20/01/10,Paris SG,Monaco,0,1,A,1.8,3.3,4.75,11,10,4,5,29,29,33,36
207,20/01/10,Sochaux,Lille,2,1,H,4.2,3.25,1.91,-6,-5,20,19,26,29,37,37
208,20/01/10,Toulouse,Nancy,0,0,D,1.95,3.2,4.2,5,5,-5,-5,28,29,26,27
209,30/01/10,Bordeaux,Boulogne,0,0,D,1.17,6.5,17.0,22,22,-22,-22,47,48,15,16
210,30/01/10,Le Mans,Toulouse,1,3,A,2.7,2.88,2.9,-15,-17,5,7,16,16,29,32
211,30/01/10,Lille,Lens,1,0,H,1.44,4.0,8.0,19,20,-6,-7,37,40,27,27
212,30/01/10,Monaco,Nice,3,2,H,1.57,3.6,6.5,5,6,-14,-15,36,39,22,22
213,30/01/10,Montpellier,Marseille,2,0,H,3.5,3.0,2.25,3,5,11,9,39,42,36,36
214,30/01/10,Nancy,Lorient,1,0,H,2.5,2.9,3.1,-5,-4,8,7,27,30,32,32
215,30/01/10,Rennes,Grenoble,4,0,H,1.4,4.2,9.0,6,10,-26,-30,31,34,7,7
216,31/01/10,Auxerre,St Etienne,1,0,H,1.83,3.3,4.75,5,6,-14,-15,36,39,20,20
217,31/01/10,Lyon,Paris SG,2,1,H,1.73,3.4,5.25,9,10,10,9,36,39,29,29
218,31/01/10,Valenciennes,Sochaux,1,1,D,2.0,3.1,4.2,4,4,-5,-5,31,32,29,30
219,06/02/10,Boulogne,Montpellier,0,2,A,3.75,3.0,2.15,-22,-24,5,7,16,16,42,45
220,06/02/10,Grenoble,Auxerre,5,0,H,3.5,3.0,2.25,-30,-25,6,1,7,10,39,39
221,06/02/10,Lens,Le Mans,2,1,H,1.83,3.25,4.75,-7,-6,-17,-18,27,30,16,16
222,06/02/10,Nice,Lille,1,1,D,4.75,3.25,1.83,-15,-15,20,20,22,23,40,41
223,06/02/10,Paris SG,Lorient,0,3,A,1.83,3.25,4.75,9,6,7,10,29,29,32,35
224,06/02/10,Rennes,Bordeaux,4,2,H,3.25,2.9,2.4,10,12,22,20,34,37,48,48
225,06/02/10,Sochaux,Nancy,1,1,D,2.2,3.0,3.6,-5,-5,-4,-4,30,31,30,31
226,07/02/10,Marseille,Valenciennes,5,1,H,1.4,4.33,8.0,9,13,4,0,36,39,32,32
227,07/02/10,St Etienne,Monaco,3,0,H,2.5,3.0,3.0,-15,-12,6,3,20,23,39,39
228,07/02/10,Toulouse,Lyon,0,0,D,3.5,3.0,2.25,7,7,10,10,32,33,39,40
229,13/02/10,Le Mans,Sochaux,0,0,D,2.38,3.0,3.25,-18,-18,-5,-5,16,17,31,32
230,13/02/10,Lille,Boulogne,3,1,H,1.29,4.75,13.0,20,22,-24,-26,41,44,16,16
231,13/02/10,Lyon,Lens,1,0,H,1.44,4.0,8.0,10,11,-6,-7,40,43,30,30
232,13/02/10,Monaco,Marseille,1,2,A,3.0,3.0,2.5,3,2,13,14,39,39,39,42
233,13/02/10,Montpellier,Grenoble,1,0,H,1.53,3.75,7.0,7,8,-25,-26,45,48,10,10
234,13/02/10,Nancy,Paris SG,0,0,D,2.7,2.9,2.9,-4,-4,6,6,31,32,29,30
235,13/02/10,Valenciennes,Nice,2,1,H,2.0,3.2,4.0,0,1,-15,-16,32,35,23,23
236,14/02/10,Auxerre,Rennes,1,0,H,2.5,2.9,3.1,1,2,12,11,39,42,37,37
237,14/02/10,Bordeaux,St Etienne,3,1,H,1.4,4.2,9.0,20,22,-12,-14,48,51,23,23
238,14/02/10,Lorient,Toulouse,1,1,D,2.3,3.0,3.4,10,10,7,7,35,36,33,34
239,20/02/10,Boulogne,Le Mans,1,3,A,2.4,3.1,3.1,-26,-28,-18,-16,16,16,17,20
240,20/02/10,Grenoble,Valenciennes,0,1,A,2.5,3.1,2.9,-26,-27,1,2,10,10,35,38
241,20/02/10,Lens,Monaco,3,0,H,2.4,3.2,3.0,-7,-4,2,-1,30,33,39,39
242,20/02/10,Nice,Lorient,1,0,H,2.4,3.1,2.9,-16,-15,10,9,23,26,36,36
243,20/02/10,Paris SG,Toulouse,1,0,H,2.0,3.2,4.0,6,7,7,6,30,33,34,34
244,20/02/10,St Etienne,Montpellier,1,0,H,2.25,3.2,3.25,-14,-13,8,7,23,26,48,48
245,21/02/10,Marseille,Nancy,3,1,H,1.5,4.0,7.0,14,16,-4,-6,42,45,32,32
246,21/02/10,Rennes,Lille,1,2,A,2.5,3.1,2.9,11,10,22,23,37,37,44,47
247,21/02/10,Sochaux,Lyon,0,4,A,3.6,3.25,2.1,-5,-9,11,15,32,32,43,46
248,27/02/10,Lorient,Sochaux,1,0,H,1.91,3.25,4.2,9,10,-9,-10,36,39,32,32
249,27/02/10,Lyon,Nice,2,0,H,1.33,4.75,10.0,15,17,-15,-17,46,49,26,26
250,27/02/10,Monaco,Boulogne,1,0,H,1.44,4.0,8.0,-1,0,-28,-29,39,42,16,16
251,27/02/10,Montpellier,Rennes,3,1,H,2.38,3.0,3.25,7,9,10,8,48,51,37,37
