,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,HTGDBG,HTGDAG,ATGDBG,ATGDAG,HTPBG,HTPAG,ATPBG,ATPAG
164,07/12/13,Valenciennes,Guingamp,1.0,1.0,D,2.3,3.1,3.25,-11.0,-11.0,2.0,2.0,10.0,11.0,22.0,23.0
165,08/12/13,Bastia,Lyon,1.0,3.0,A,2.8,3.1,2.6,-2.0,-4.0,-1.0,1.0,23.0,23.0,20.0,23.0
166,08/12/13,Bordeaux,Lille,1.0,0.0,H,2.7,3.0,2.8,4.0,5.0,14.0,13.0,24.0,27.0,36.0,36.0
167,08/12/13,Monaco,Ajaccio,1.0,0.0,H,1.14,7.0,21.0,16.0,17.0,-16.0,-17.0,35.0,38.0,9.0,9.0
168,08/12/13,Toulouse,Montpellier,1.0,1.0,D,2.0,3.3,3.8,-5.0,-5.0,-5.0,-5.0,20.0,21.0,15.0,16.0
169,13/12/13,Montpellier,St Etienne,0.0,1.0,A,2.4,3.2,3.0,-5.0,-6.0,4.0,5.0,16.0,16.0,24.0,27.0
170,14/12/13,Ajaccio,Lorient,1.0,2.0,A,3.75,3.2,2.05,-17.0,-18.0,-1.0,0.0,9.0,9.0,23.0,26.0
171,14/12/13,Evian Thonon Gaillard,Reims,1.0,1.0,D,2.1,3.1,3.75,-10.0,-10.0,-1.0,-1.0,19.0,20.0,25.0,26.0
172,14/12/13,Guingamp,Monaco,0.0,2.0,A,5.0,3.5,1.73,2.0,0.0,17.0,19.0,23.0,23.0,38.0,41.0
173,14/12/13,Nantes,Toulouse,1.0,2.0,A,2.05,3.1,4.0,9.0,8.0,-5.0,-4.0,29.0,29.0,21.0,24.0
174,14/12/13,Nice,Sochaux,1.0,0.0,H,1.83,3.25,4.75,-10.0,-9.0,-24.0,-25.0,17.0,20.0,8.0,8.0
175,14/12/13,Rennes,Paris SG,1.0,3.0,A,8.5,4.75,1.36,1.0,-1.0,29.0,31.0,21.0,21.0,40.0,43.0
176,15/12/13,Bordeaux,Valenciennes,2.0,1.0,H,1.57,3.5,7.0,5.0,6.0,-11.0,-12.0,27.0,30.0,11.0,11.0
